image,cat,score,bounds
../data/yolo/DSCN3550.JPG,b'fluke',0.8171635866165161,"(2503.758544921875, 2058.6650390625, 927.5654296875, 446.8509521484375)"
../data/yolo/103129295_2909941969053835_211613038503728080_n.jpg,b'fluke',0.9642173647880554,"(208.12661743164062, 218.28219604492188, 265.90802001953125, 187.40802001953125)"
../data/yolo/39442406_2128432723895845_4925007632177037312_o.jpg,b'fluke',0.9971634149551392,"(1314.9549560546875, 472.9635925292969, 418.24462890625, 455.46630859375)"
../data/yolo/DSC_0249.JPG,b'fluke',0.9999465346336365,"(2140.687255859375, 1412.2742919921875, 2934.904296875, 1166.090576171875)"
../data/yolo/DSCN3464.JPG,b'fluke',0.986860990524292,"(2403.03564453125, 1516.542236328125, 2222.6728515625, 720.8719482421875)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.973196804523468,"(1073.1617431640625, 552.116943359375, 396.10345458984375, 116.03020477294922)"
../data/yolo/99426044_3815699845169116_2016741489140301824_o.jpg,b'fin',0.7033619284629822,"(664.7232666015625, 648.235107421875, 381.0367126464844, 111.49637603759766)"
../data/yolo/66277214_2816895768382867_7231369026763489280_o.jpg,b'fluke',0.7477712631225586,"(1144.381103515625, 791.0978393554688, 946.3898315429688, 286.2308654785156)"
../data/yolo/DSC_0354.JPG,b'fin',0.9602899551391602,"(2024.444091796875, 888.2260131835938, 454.8910217285156, 228.0359649658203)"
../data/yolo/22712470_10155616946156488_6458015603788421649_o.jpg,b'fluke',0.9946187138557434,"(813.2662963867188, 656.379150390625, 448.957275390625, 355.0832824707031)"
../data/yolo/DSCN3463.JPG,b'fin',0.9939279556274414,"(2323.98095703125, 1337.4027099609375, 1384.84375, 645.3982543945312)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.9879829287528992,"(846.4035034179688, 726.0240478515625, 235.43026733398438, 50.180328369140625)"
../data/yolo/IMG-20200708-WA0035.jpg,b'fin',0.9056152105331421,"(496.8256530761719, 689.1732177734375, 184.39993286132812, 60.135860443115234)"
../data/yolo/DSCN3378.JPG,b'fin',0.6756744384765625,"(1832.6456298828125, 1493.2962646484375, 865.917236328125, 419.70379638671875)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.993506908416748,"(694.5340576171875, 645.97998046875, 102.21902465820312, 34.760074615478516)"
../data/yolo/IMG-20200708-WA0011.jpg,b'fin',0.8878129720687866,"(901.8887329101562, 656.771484375, 98.42151641845703, 27.77054214477539)"
../data/yolo/IMG-20200708-WA0055.jpg,b'fin',0.9581921100616455,"(718.318115234375, 473.5434875488281, 506.36944580078125, 177.17149353027344)"
../data/yolo/P1010896.JPG,b'fin',0.9746426343917847,"(1470.6795654296875, 1525.661865234375, 1140.9783935546875, 379.8800354003906)"
../data/yolo/P1010828.JPG,b'fin',0.5452325344085693,"(1734.8359375, 922.6500854492188, 544.3875732421875, 147.63467407226562)"
../data/yolo/58460334_2637456916326754_2504379779436773376_o.jpg,b'fin',0.6897741556167603,"(1039.453125, 664.258056640625, 1304.1461181640625, 329.8331604003906)"
../data/yolo/21686769_1649650445107411_1011942705135423565_o.jpg,b'fluke',0.9811569452285767,"(1241.332275390625, 455.63055419921875, 944.4425048828125, 603.1182861328125)"
../data/yolo/P1010716.JPG,b'fin',0.945427417755127,"(1910.7646484375, 2307.764892578125, 451.07501220703125, 271.5577697753906)"
../data/yolo/DSC_0358.JPG,b'fin',0.9942078590393066,"(1202.16748046875, 2171.13134765625, 1542.1773681640625, 255.6830291748047)"
../data/yolo/DSC_0383.JPG,b'fin',0.7886723279953003,"(1721.57421875, 1813.9755859375, 2713.76611328125, 985.32666015625)"
../data/yolo/DSC_0370.JPG,b'fluke',0.9733838438987732,"(2370.594970703125, 1626.739990234375, 2789.46484375, 878.7625122070312)"
../data/yolo/107753673_10158896654144073_1570110335365435167_n.jpg,b'fin',0.9097946882247925,"(305.8429870605469, 252.65121459960938, 112.08454895019531, 20.926780700683594)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.9524860978126526,"(900.5123901367188, 687.8219604492188, 99.57362365722656, 32.885135650634766)"
../data/yolo/IMG-20200708-WA0006.jpg,b'fin',0.8630490899085999,"(717.6759033203125, 677.7510986328125, 81.52655029296875, 31.596994400024414)"
../data/yolo/IMG-20200708-WA0049.jpg,b'fin',0.5534890294075012,"(812.5128784179688, 589.9851684570312, 238.03956604003906, 51.823734283447266)"
../data/yolo/P1010902.JPG,b'fin',0.8150826096534729,"(2747.8369140625, 1669.896240234375, 1381.707275390625, 264.4134521484375)"
../data/yolo/DSCN3560.JPG,b'fin',0.9154269099235535,"(2046.9176025390625, 1888.7574462890625, 1622.55126953125, 291.8112487792969)"
../data/yolo/21273651_1630478263691296_6173816560476463869_o.jpg,b'fluke',0.9880025386810303,"(1555.287109375, 432.61700439453125, 460.1864013671875, 636.388427734375)"
../data/yolo/P1010899.JPG,b'fin',0.8080231547355652,"(1390.614501953125, 1640.5443115234375, 1434.6373291015625, 401.8952941894531)"
../data/yolo/71100678_3035251603213948_5235695876923457536_o.jpg,b'fluke',0.9309144616127014,"(519.5003051757812, 729.4390869140625, 543.91015625, 356.79638671875)"
../data/yolo/IMG-20200708-WA0014.jpg,b'fin',0.8080745935440063,"(790.6119995117188, 615.97021484375, 276.0903015136719, 45.312591552734375)"
../data/yolo/DSC_0246.JPG,b'fin',0.9491145610809326,"(2579.71826171875, 1407.4708251953125, 1515.1859130859375, 517.8123779296875)"
